ContactGuid,FirstName,MiddleName,LastName,Gender,ContactType,JobTitle,PhoneNumber,AltPhoneNumber,EmailAddress,AltEmailAddress,Notes,IsActive,IsDeleted,CreatedOn,CreatedBy,UpdatedOn,UpdatedBy,CustomerGuid
{B90A0B51-D7D1-4598-9A5F-B8ACF82CD103},asdasd,asd,asd,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},as,98494666,656566566,s@g.com,,adasdsdf,0,0,2019-03-08 12:34:42.407000000,{B90A0B51-D7D1-4598-9A5F-B8ACF82CD103},2019-03-08 12:34:57.610000000,{50FAB585-C32A-4D89-B642-012E34B96D2D},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
{F008EE63-BBE0-47D9-BB2B-B9DB6B0CCC06},Lisa,,Andrew,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},Manager,212567221,,,,,1,0,2019-04-15 17:50:29.527000000,{F008EE63-BBE0-47D9-BB2B-B9DB6B0CCC06},2019-04-15 17:50:29.527000000,{F008EE63-BBE0-47D9-BB2B-B9DB6B0CCC06},{CAB458E0-9F9B-47E4-97D7-0C6F09D454F5}
{BDD5F951-B722-46C2-B8F0-C7F90767FD8A},k;kk,,kjkj,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},jkjk,5565151,,,,,1,0,2019-04-11 15:19:27.660000000,{BDD5F951-B722-46C2-B8F0-C7F90767FD8A},2019-04-11 15:19:27.660000000,{BDD5F951-B722-46C2-B8F0-C7F90767FD8A},{F16B93D7-F6DD-4981-8E82-E29A755BC0F7}
{29CA9CD5-150C-4C8A-BE55-C8903A65C035},l,,op,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},asda,9313,,asda@g.com,,,1,0,2019-03-19 14:49:57.850000000,{29CA9CD5-150C-4C8A-BE55-C8903A65C035},2019-03-19 14:49:57.850000000,{29CA9CD5-150C-4C8A-BE55-C8903A65C035},{DF7034DC-8D1D-4959-8085-BDB8FCEA547C}
{56B7BD0A-7157-4375-A636-D316D2AC1528},new,contract,representative,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},sdfdf,95113,,dds@G.COM,,ASDASD,1,0,2019-04-01 14:48:55.810000000,{56B7BD0A-7157-4375-A636-D316D2AC1528},2019-04-01 14:48:55.810000000,{56B7BD0A-7157-4375-A636-D316D2AC1528},{06815522-A334-4066-A21F-2B399DAA9741}
{EB09C892-663C-495F-8C3E-D541ABD2F1BD},hghg,,gh,Others,{B4E50D03-A328-49F0-8BA4-2E9914264445},gh,4445,,,,,1,0,2019-04-11 15:29:50.100000000,{EB09C892-663C-495F-8C3E-D541ABD2F1BD},2019-04-11 15:29:50.100000000,{EB09C892-663C-495F-8C3E-D541ABD2F1BD},{F16B93D7-F6DD-4981-8E82-E29A755BC0F7}
{5CA919A0-E9C7-4CA3-B75E-D8BC2D1DAD7E},yu,,iuui,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},uiu,4444,,,,,1,0,2019-04-11 15:29:07.243000000,{5CA919A0-E9C7-4CA3-B75E-D8BC2D1DAD7E},2019-04-11 15:29:07.243000000,{5CA919A0-E9C7-4CA3-B75E-D8BC2D1DAD7E},{F16B93D7-F6DD-4981-8E82-E29A755BC0F7}
{67292F21-7AF0-438E-90FA-DB899C4E1FCB},Robert,,Ingram,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},Secretary,976890654,,,,,1,0,2019-04-15 18:14:28.093000000,{67292F21-7AF0-438E-90FA-DB899C4E1FCB},2019-04-15 18:14:28.093000000,{67292F21-7AF0-438E-90FA-DB899C4E1FCB},{44CCB49B-B1EF-4141-8A03-FC44FB6386FD}
{659F0A2E-21B4-4F20-8C05-DC16D14C6362},jjjj,,jjj,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},jj,84445,,,,,1,0,2019-04-11 15:18:21.943000000,{659F0A2E-21B4-4F20-8C05-DC16D14C6362},2019-04-11 15:18:21.943000000,{659F0A2E-21B4-4F20-8C05-DC16D14C6362},{F16B93D7-F6DD-4981-8E82-E29A755BC0F7}
{DD7DEF4E-C68A-4D4A-AE56-DDA44B3DA786},nn,a,n,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},jobtitl,9849159,,asd@g.com,,asdsadasd,0,0,2019-03-11 15:37:50.807000000,{DD7DEF4E-C68A-4D4A-AE56-DDA44B3DA786},2019-03-11 16:50:48.277000000,{50FAB585-C32A-4D89-B642-012E34B96D2D},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
{3B84CC09-B14E-4D9A-B81A-E3294E7CBF83},Sima,,Thakuri,,{6423D75E-5C08-4D7B-9C39-AA0845D39577},,,,,,,1,0,2019-06-05 00:40:16.523000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-06-05 00:40:16.523000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{4DE875D6-035A-4F99-8901-3B98F53A8A61}
{7AC9AF72-9E7D-48AB-9AB2-E33C07CA12C6},secon,,test,Female,{833751F9-7F50-4AD6-977A-9900B6D296C5},dasd,9816,,asd@g.com,,asd,1,0,2019-03-26 14:05:52.237000000,{7AC9AF72-9E7D-48AB-9AB2-E33C07CA12C6},2019-03-26 14:05:52.237000000,{7AC9AF72-9E7D-48AB-9AB2-E33C07CA12C6},{436BDAC1-C58C-4D61-A6F3-12F7BD162124}
{4FFB1915-727B-4114-8D1B-E411F1B0F9CF},kljk,,jkjk,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},jkjk,411,,,,,1,0,2019-04-11 15:21:58.410000000,{4FFB1915-727B-4114-8D1B-E411F1B0F9CF},2019-04-11 15:21:58.410000000,{4FFB1915-727B-4114-8D1B-E411F1B0F9CF},{C76EC759-633B-4853-974E-BDC8CF787540}
{FB846B19-04AD-40A0-825F-E599EBEB37AD},First Name,Middle Name,Last Name,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},Job Title,Phone Number,,"Email@Address.com
Alternative@Email.com",,,1,0,2019-05-30 03:34:33.723000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},2019-05-30 03:34:33.723000000,{920EA36E-911C-4345-8BE5-29C190C8E5C5},{EA835A84-BFBA-41F1-BBAF-CD596FAB1685}
{D4268B71-5246-45D5-9464-E8526DCF1E24},name,,last,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},joobs,984981,,sadas@g.com,,sadsadasd,1,0,2019-03-11 16:37:46.773000000,{D4268B71-5246-45D5-9464-E8526DCF1E24},2019-03-11 16:37:46.773000000,{D4268B71-5246-45D5-9464-E8526DCF1E24},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
{5056D1D4-D62E-42B8-ADAD-EC6A6AFD91D3},dfd,fd,f,Male,{833751F9-7F50-4AD6-977A-9900B6D296C5},fdd,9846162123,,sds@g.com,,,1,0,2019-04-01 14:49:11.907000000,{5056D1D4-D62E-42B8-ADAD-EC6A6AFD91D3},2019-04-01 14:49:11.907000000,{5056D1D4-D62E-42B8-ADAD-EC6A6AFD91D3},{06815522-A334-4066-A21F-2B399DAA9741}
{360E3120-4A08-40C5-AD39-F4EEA3082619},Mary,,Atkins,Female,{B4E50D03-A328-49F0-8BA4-2E9914264445},Executive Assistant,9075550174,,,,,1,0,2019-04-15 16:41:24.190000000,{360E3120-4A08-40C5-AD39-F4EEA3082619},2019-04-15 16:41:24.190000000,{360E3120-4A08-40C5-AD39-F4EEA3082619},{D057526D-56B7-4AEB-AB30-DAA0C05ACC0D}
{D99D554F-DA07-4AB0-8C4F-FC8C6311E363},dadaaadad,,asdfas,Male,{B4E50D03-A328-49F0-8BA4-2E9914264445},aasd,654165,,,,,0,0,2019-04-11 15:20:35.300000000,{D99D554F-DA07-4AB0-8C4F-FC8C6311E363},2019-04-11 15:20:35.940000000,{D99D554F-DA07-4AB0-8C4F-FC8C6311E363},{C76EC759-633B-4853-974E-BDC8CF787540}
{5A48238F-B070-4C0C-A9BC-FCDF6961704A},j,,j,Male,{6423D75E-5C08-4D7B-9C39-AA0845D39577},ksndlkas,98419816,,AKNSKJAS@G.COM,,sadnsakd,1,0,2019-03-12 10:53:58.850000000,{5A48238F-B070-4C0C-A9BC-FCDF6961704A},2019-03-12 10:53:58.850000000,{5A48238F-B070-4C0C-A9BC-FCDF6961704A},{BBA279C7-B6B0-4B97-BA97-6B98C5EC169A}
